timestamp,topic,device_id,sensor_type,value,unit,status,attack_type,label,source,sequence_number
2026-07-07T16:09:53.921032,factory/line1/temperature,temperature_sensor_01,temperature,29.6,°C,NORMAL,,0,simulator,1
2026-07-07T16:09:53.920702,factory/line1/pressure,pressure_sensor_01,pressure,101.4,kPa,NORMAL,,0,simulator,2
2026-07-07T16:09:55.926489,factory/line1/temperature,temperature_sensor_01,temperature,27.7,°C,NORMAL,,0,simulator,3
2026-07-07T16:09:55.926785,factory/line1/pressure,pressure_sensor_01,pressure,102.4,kPa,NORMAL,,0,simulator,4
2026-07-07T16:09:57.932432,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,NORMAL,,0,simulator,5
2026-07-07T16:09:57.932927,factory/line1/temperature,temperature_sensor_01,temperature,28.1,°C,NORMAL,,0,simulator,6
2026-07-07T16:09:59.933681,factory/line1/pressure,pressure_sensor_01,pressure,101.4,kPa,NORMAL,,0,simulator,7
2026-07-07T16:09:59.938300,factory/line1/temperature,temperature_sensor_01,temperature,29.3,°C,NORMAL,,0,simulator,8
2026-07-07T16:10:01.936561,factory/line1/pressure,pressure_sensor_01,pressure,102.3,kPa,NORMAL,,0,simulator,9
2026-07-07T16:10:01.943550,factory/line1/temperature,temperature_sensor_01,temperature,27.3,°C,NORMAL,,0,simulator,10
2026-07-07T16:10:03.942174,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,NORMAL,,0,simulator,11
2026-07-07T16:10:03.947867,factory/line1/temperature,temperature_sensor_01,temperature,27.3,°C,NORMAL,,0,simulator,12
2026-07-07T16:10:05.945977,factory/line1/pressure,pressure_sensor_01,pressure,100.5,kPa,NORMAL,,0,simulator,13
2026-07-07T16:10:05.952917,factory/line1/temperature,temperature_sensor_01,temperature,29.4,°C,NORMAL,,0,simulator,14
2026-07-07T16:10:07.951715,factory/line1/pressure,pressure_sensor_01,pressure,102.4,kPa,NORMAL,,0,simulator,15
2026-07-07T16:10:07.954948,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,,0,simulator,16
2026-07-07T16:10:09.952440,factory/line1/pressure,pressure_sensor_01,pressure,101.9,kPa,NORMAL,,0,simulator,17
2026-07-07T16:10:09.960306,factory/line1/temperature,temperature_sensor_01,temperature,27.1,°C,NORMAL,,0,simulator,18
2026-07-07T16:10:11.954966,factory/line1/pressure,pressure_sensor_01,pressure,101.7,kPa,NORMAL,,0,simulator,19
2026-07-07T16:10:11.962084,factory/line1/temperature,temperature_sensor_01,temperature,30.0,°C,NORMAL,,0,simulator,20
2026-07-07T16:10:13.955722,factory/line1/pressure,pressure_sensor_01,pressure,101.1,kPa,NORMAL,,0,simulator,21
2026-07-07T16:10:13.963886,factory/line1/temperature,temperature_sensor_01,temperature,28.6,°C,NORMAL,,0,simulator,22
2026-07-07T16:10:15.961219,factory/line1/pressure,pressure_sensor_01,pressure,101.4,kPa,NORMAL,,0,simulator,23
2026-07-07T16:10:15.968523,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,,0,simulator,24
2026-07-07T16:10:17.964604,factory/line1/pressure,pressure_sensor_01,pressure,101.0,kPa,NORMAL,,0,simulator,25
2026-07-07T16:10:17.970516,factory/line1/temperature,temperature_sensor_01,temperature,29.4,°C,NORMAL,,0,simulator,26
2026-07-07T16:10:19.970326,factory/line1/pressure,pressure_sensor_01,pressure,102.3,kPa,NORMAL,,0,simulator,27
2026-07-07T16:10:19.971044,factory/line1/temperature,temperature_sensor_01,temperature,28.8,°C,NORMAL,,0,simulator,28
2026-07-07T16:10:21.929195,factory/line1/pressure,pressure_sensor_01,pressure,101.4,kPa,NORMAL,Replay Attack,1,simulator,29
2026-07-07T16:10:21.972592,factory/line1/temperature,temperature_sensor_01,temperature,27.8,°C,NORMAL,Replay Attack,1,simulator,30
2026-07-07T16:10:21.973873,factory/line1/pressure,pressure_sensor_01,pressure,102.2,kPa,NORMAL,Replay Attack,1,simulator,31
2026-07-07T16:10:22.033824,factory/line1/pressure,pressure_sensor_01,pressure,101.7,kPa,NORMAL,Replay Attack,1,simulator,32
2026-07-07T16:10:22.135415,factory/line1/temperature,temperature_sensor_01,temperature,29.4,°C,NORMAL,Replay Attack,1,simulator,33
2026-07-07T16:10:22.241177,factory/line1/pressure,pressure_sensor_01,pressure,101.1,kPa,NORMAL,Replay Attack,1,simulator,34
2026-07-07T16:10:22.344925,factory/line1/pressure,pressure_sensor_01,pressure,102.3,kPa,NORMAL,Replay Attack,1,simulator,35
2026-07-07T16:10:22.450553,factory/line1/pressure,pressure_sensor_01,pressure,100.8,kPa,NORMAL,Replay Attack,1,simulator,36
2026-07-07T16:10:22.551548,factory/line1/temperature,temperature_sensor_01,temperature,27.8,°C,NORMAL,Replay Attack,1,simulator,37
2026-07-07T16:10:22.657213,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,Replay Attack,1,simulator,38
2026-07-07T16:10:22.760785,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,Replay Attack,1,simulator,39
2026-07-07T16:10:22.866415,factory/line1/pressure,pressure_sensor_01,pressure,102.3,kPa,NORMAL,Replay Attack,1,simulator,40
2026-07-07T16:10:22.972044,factory/line1/temperature,temperature_sensor_01,temperature,30.2,°C,NORMAL,Replay Attack,1,simulator,41
2026-07-07T16:10:23.076876,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,Replay Attack,1,simulator,42
2026-07-07T16:10:23.182201,factory/line1/pressure,pressure_sensor_01,pressure,102.3,kPa,NORMAL,Replay Attack,1,simulator,43
2026-07-07T16:10:23.287483,factory/line1/temperature,temperature_sensor_01,temperature,29.0,°C,NORMAL,Replay Attack,1,simulator,44
2026-07-07T16:10:23.391750,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,Replay Attack,1,simulator,45
2026-07-07T16:10:23.493054,factory/line1/temperature,temperature_sensor_01,temperature,27.8,°C,NORMAL,Replay Attack,1,simulator,46
2026-07-07T16:10:23.598801,factory/line1/temperature,temperature_sensor_01,temperature,28.6,°C,NORMAL,Replay Attack,1,simulator,47
2026-07-07T16:10:23.701953,factory/line1/temperature,temperature_sensor_01,temperature,27.8,°C,NORMAL,Replay Attack,1,simulator,48
2026-07-07T16:10:23.804000,factory/line1/temperature,temperature_sensor_01,temperature,27.4,°C,NORMAL,Replay Attack,1,simulator,49
2026-07-07T16:10:23.907872,factory/line1/pressure,pressure_sensor_01,pressure,100.5,kPa,NORMAL,Replay Attack,1,simulator,50
2026-07-07T16:10:23.978148,factory/line1/temperature,temperature_sensor_01,temperature,27.0,°C,NORMAL,Replay Attack,1,simulator,51
2026-07-07T16:10:23.979383,factory/line1/pressure,pressure_sensor_01,pressure,100.8,kPa,NORMAL,Replay Attack,1,simulator,52
2026-07-07T16:10:24.013499,factory/line1/pressure,pressure_sensor_01,pressure,100.8,kPa,NORMAL,Replay Attack,1,simulator,53
2026-07-07T16:10:24.119079,factory/line1/pressure,pressure_sensor_01,pressure,100.8,kPa,NORMAL,Replay Attack,1,simulator,54
2026-07-07T16:10:24.220946,factory/line1/temperature,temperature_sensor_01,temperature,28.6,°C,NORMAL,Replay Attack,1,simulator,55
2026-07-07T16:10:24.326537,factory/line1/temperature,temperature_sensor_01,temperature,29.0,°C,NORMAL,Replay Attack,1,simulator,56
2026-07-07T16:10:24.430270,factory/line1/pressure,pressure_sensor_01,pressure,102.0,kPa,NORMAL,Replay Attack,1,simulator,57
2026-07-07T16:10:24.535921,factory/line1/pressure,pressure_sensor_01,pressure,102.3,kPa,NORMAL,Replay Attack,1,simulator,58
2026-07-07T16:10:24.637729,factory/line1/pressure,pressure_sensor_01,pressure,101.7,kPa,NORMAL,Replay Attack,1,simulator,59
2026-07-07T16:10:24.743367,factory/line1/pressure,pressure_sensor_01,pressure,101.1,kPa,NORMAL,Replay Attack,1,simulator,60
2026-07-07T16:10:24.848944,factory/line1/pressure,pressure_sensor_01,pressure,102.0,kPa,NORMAL,Replay Attack,1,simulator,61
2026-07-07T16:10:24.954482,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,Replay Attack,1,simulator,62
2026-07-07T16:10:25.060050,factory/line1/temperature,temperature_sensor_01,temperature,27.4,°C,NORMAL,Replay Attack,1,simulator,63
2026-07-07T16:10:25.165684,factory/line1/pressure,pressure_sensor_01,pressure,102.3,kPa,NORMAL,Replay Attack,1,simulator,64
2026-07-07T16:10:25.271312,factory/line1/pressure,pressure_sensor_01,pressure,100.5,kPa,NORMAL,Replay Attack,1,simulator,65
2026-07-07T16:10:25.375808,factory/line1/pressure,pressure_sensor_01,pressure,101.4,kPa,NORMAL,Replay Attack,1,simulator,66
2026-07-07T16:10:25.481457,factory/line1/pressure,pressure_sensor_01,pressure,100.8,kPa,NORMAL,Replay Attack,1,simulator,67
2026-07-07T16:10:25.585205,factory/line1/pressure,pressure_sensor_01,pressure,100.5,kPa,NORMAL,Replay Attack,1,simulator,68
2026-07-07T16:10:25.690834,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,Replay Attack,1,simulator,69
2026-07-07T16:10:25.794107,factory/line1/temperature,temperature_sensor_01,temperature,30.2,°C,NORMAL,Replay Attack,1,simulator,70
2026-07-07T16:10:25.895945,factory/line1/temperature,temperature_sensor_01,temperature,29.4,°C,NORMAL,Replay Attack,1,simulator,71
2026-07-07T16:10:25.983217,factory/line1/temperature,temperature_sensor_01,temperature,27.0,°C,NORMAL,Replay Attack,1,simulator,72
2026-07-07T16:10:25.984662,factory/line1/pressure,pressure_sensor_01,pressure,101.6,kPa,NORMAL,Replay Attack,1,simulator,73
2026-07-07T16:10:26.001628,factory/line1/temperature,temperature_sensor_01,temperature,29.4,°C,NORMAL,Replay Attack,1,simulator,74
2026-07-07T16:10:26.107119,factory/line1/temperature,temperature_sensor_01,temperature,30.2,°C,NORMAL,Replay Attack,1,simulator,75
2026-07-07T16:10:26.210811,factory/line1/pressure,pressure_sensor_01,pressure,100.8,kPa,NORMAL,Replay Attack,1,simulator,76
2026-07-07T16:10:26.316509,factory/line1/temperature,temperature_sensor_01,temperature,30.2,°C,NORMAL,Replay Attack,1,simulator,77
2026-07-07T16:10:26.421826,factory/line1/temperature,temperature_sensor_01,temperature,28.6,°C,NORMAL,Replay Attack,1,simulator,78
2026-07-07T16:10:26.523878,factory/line1/temperature,temperature_sensor_01,temperature,29.0,°C,NORMAL,Replay Attack,1,simulator,79
2026-07-07T16:10:26.627444,factory/line1/pressure,pressure_sensor_01,pressure,100.5,kPa,NORMAL,Replay Attack,1,simulator,80
2026-07-07T16:10:26.728520,factory/line1/pressure,pressure_sensor_01,pressure,101.7,kPa,NORMAL,Replay Attack,1,simulator,81
2026-07-07T16:10:26.830289,factory/line1/temperature,temperature_sensor_01,temperature,28.6,°C,NORMAL,Replay Attack,1,simulator,82
2026-07-07T16:10:26.935943,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,Replay Attack,1,simulator,83
2026-07-07T16:10:27.039728,factory/line1/pressure,pressure_sensor_01,pressure,101.1,kPa,NORMAL,Replay Attack,1,simulator,84
2026-07-07T16:10:27.145127,factory/line1/pressure,pressure_sensor_01,pressure,101.7,kPa,NORMAL,Replay Attack,1,simulator,85
2026-07-07T16:10:27.249210,factory/line1/temperature,temperature_sensor_01,temperature,29.0,°C,NORMAL,Replay Attack,1,simulator,86
2026-07-07T16:10:27.354854,factory/line1/temperature,temperature_sensor_01,temperature,28.2,°C,NORMAL,Replay Attack,1,simulator,87
2026-07-07T16:10:27.459714,factory/line1/pressure,pressure_sensor_01,pressure,102.0,kPa,NORMAL,Replay Attack,1,simulator,88
2026-07-07T16:10:27.565380,factory/line1/pressure,pressure_sensor_01,pressure,102.0,kPa,NORMAL,Replay Attack,1,simulator,89
2026-07-07T16:10:27.668429,factory/line1/temperature,temperature_sensor_01,temperature,30.2,°C,NORMAL,Replay Attack,1,simulator,90
2026-07-07T16:10:27.771879,factory/line1/temperature,temperature_sensor_01,temperature,28.6,°C,NORMAL,Replay Attack,1,simulator,91
2026-07-07T16:10:27.877449,factory/line1/temperature,temperature_sensor_01,temperature,29.8,°C,NORMAL,Replay Attack,1,simulator,92
2026-07-07T16:10:27.985665,factory/line1/temperature,temperature_sensor_01,temperature,30.0,°C,NORMAL,,0,simulator,93
2026-07-07T16:10:27.989967,factory/line1/pressure,pressure_sensor_01,pressure,102.1,kPa,NORMAL,,0,simulator,94
2026-07-07T16:10:29.990510,factory/line1/temperature,temperature_sensor_01,temperature,29.5,°C,NORMAL,,0,simulator,95
2026-07-07T16:10:29.992729,factory/line1/pressure,pressure_sensor_01,pressure,101.1,kPa,NORMAL,,0,simulator,96
2026-07-07T16:10:31.995835,factory/line1/temperature,temperature_sensor_01,temperature,28.1,°C,NORMAL,,0,simulator,97
2026-07-07T16:10:31.998077,factory/line1/pressure,pressure_sensor_01,pressure,102.0,kPa,NORMAL,,0,simulator,98
2026-07-07T16:10:34.001373,factory/line1/temperature,temperature_sensor_01,temperature,29.7,°C,NORMAL,,0,simulator,99
2026-07-07T16:10:34.001737,factory/line1/pressure,pressure_sensor_01,pressure,100.9,kPa,NORMAL,,0,simulator,100
2026-07-07T16:10:36.007413,factory/line1/temperature,temperature_sensor_01,temperature,28.3,°C,NORMAL,,0,simulator,101
2026-07-07T16:10:36.007899,factory/line1/pressure,pressure_sensor_01,pressure,101.0,kPa,NORMAL,,0,simulator,102
2026-07-07T16:10:38.012901,factory/line1/pressure,pressure_sensor_01,pressure,100.8,kPa,NORMAL,,0,simulator,103
2026-07-07T16:10:38.013634,factory/line1/temperature,temperature_sensor_01,temperature,27.1,°C,NORMAL,,0,simulator,104
2026-07-07T16:10:40.019031,factory/line1/temperature,temperature_sensor_01,temperature,28.1,°C,NORMAL,,0,simulator,105
2026-07-07T16:10:40.018500,factory/line1/pressure,pressure_sensor_01,pressure,101.0,kPa,NORMAL,,0,simulator,106
2026-07-07T16:10:42.021067,factory/line1/temperature,temperature_sensor_01,temperature,28.1,°C,NORMAL,,0,simulator,107
2026-07-07T16:10:42.021367,factory/line1/pressure,pressure_sensor_01,pressure,101.1,kPa,NORMAL,,0,simulator,108
2026-07-07T16:10:44.022639,factory/line1/pressure,pressure_sensor_01,pressure,100.8,kPa,NORMAL,,0,simulator,109
2026-07-07T16:10:44.026282,factory/line1/temperature,temperature_sensor_01,temperature,27.7,°C,NORMAL,,0,simulator,110
2026-07-07T16:10:46.026283,factory/line1/pressure,pressure_sensor_01,pressure,102.4,kPa,NORMAL,,0,simulator,111
2026-07-07T16:10:46.031567,factory/line1/temperature,temperature_sensor_01,temperature,29.3,°C,NORMAL,,0,simulator,112
2026-07-07T16:10:48.027907,factory/line1/pressure,pressure_sensor_01,pressure,100.6,kPa,NORMAL,,0,simulator,113
2026-07-07T16:10:48.032997,factory/line1/temperature,temperature_sensor_01,temperature,28.8,°C,NORMAL,,0,simulator,114
2026-07-07T16:10:50.033477,factory/line1/pressure,pressure_sensor_01,pressure,100.8,kPa,NORMAL,,0,simulator,115
2026-07-07T16:10:50.038333,factory/line1/temperature,temperature_sensor_01,temperature,29.0,°C,NORMAL,,0,simulator,116
2026-07-07T16:10:52.039103,factory/line1/pressure,pressure_sensor_01,pressure,102.5,kPa,NORMAL,,0,simulator,117
2026-07-07T16:10:52.039775,factory/line1/temperature,temperature_sensor_01,temperature,28.5,°C,NORMAL,,0,simulator,118
2026-07-07T16:10:54.040546,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,NORMAL,,0,simulator,119
2026-07-07T16:10:54.045354,factory/line1/temperature,temperature_sensor_01,temperature,29.2,°C,NORMAL,,0,simulator,120
2026-07-07T16:10:54.969407,factory/line1/temperature,fake_temperature_sensor,temperature,28.37,°C,NORMAL,Spoofing Attack,1,simulator,121
2026-07-07T16:10:55.073320,factory/line1/temperature,fake_temperature_sensor,temperature,27.42,°C,NORMAL,Spoofing Attack,1,simulator,122
2026-07-07T16:10:55.179039,factory/line1/temperature,fake_temperature_sensor,temperature,27.28,°C,NORMAL,Spoofing Attack,1,simulator,123
2026-07-07T16:10:55.284634,factory/line1/pressure,fake_pressure_sensor,pressure,101.19,kPa,NORMAL,Spoofing Attack,1,simulator,124
2026-07-07T16:10:55.387965,factory/line1/pressure,fake_pressure_sensor,pressure,101.41,kPa,NORMAL,Spoofing Attack,1,simulator,125
2026-07-07T16:10:55.489532,factory/line1/temperature,fake_temperature_sensor,temperature,28.17,°C,NORMAL,Spoofing Attack,1,simulator,126
2026-07-07T16:10:55.595172,factory/line1/temperature,fake_temperature_sensor,temperature,29.69,°C,NORMAL,Spoofing Attack,1,simulator,127
2026-07-07T16:10:55.700707,factory/line1/temperature,fake_temperature_sensor,temperature,28.73,°C,NORMAL,Spoofing Attack,1,simulator,128
2026-07-07T16:10:55.803961,factory/line1/pressure,fake_pressure_sensor,pressure,100.75,kPa,NORMAL,Spoofing Attack,1,simulator,129
2026-07-07T16:10:55.907956,factory/line1/temperature,fake_temperature_sensor,temperature,27.87,°C,NORMAL,Spoofing Attack,1,simulator,130
2026-07-07T16:10:56.013643,factory/line1/pressure,fake_pressure_sensor,pressure,101.44,kPa,NORMAL,Spoofing Attack,1,simulator,131
2026-07-07T16:10:56.044454,factory/line1/pressure,pressure_sensor_01,pressure,101.2,kPa,NORMAL,Spoofing Attack,1,simulator,132
2026-07-07T16:10:56.050631,factory/line1/temperature,temperature_sensor_01,temperature,27.4,°C,NORMAL,Spoofing Attack,1,simulator,133
2026-07-07T16:10:56.119284,factory/line1/pressure,fake_pressure_sensor,pressure,100.63,kPa,NORMAL,Spoofing Attack,1,simulator,134
2026-07-07T16:10:56.223682,factory/line1/pressure,fake_pressure_sensor,pressure,102.03,kPa,NORMAL,Spoofing Attack,1,simulator,135
2026-07-07T16:10:56.329311,factory/line1/pressure,fake_pressure_sensor,pressure,101.25,kPa,NORMAL,Spoofing Attack,1,simulator,136
2026-07-07T16:10:56.431079,factory/line1/temperature,fake_temperature_sensor,temperature,29.28,°C,NORMAL,Spoofing Attack,1,simulator,137
2026-07-07T16:10:56.536736,factory/line1/temperature,fake_temperature_sensor,temperature,27.0,°C,NORMAL,Spoofing Attack,1,simulator,138
2026-07-07T16:10:56.638204,factory/line1/temperature,fake_temperature_sensor,temperature,29.37,°C,NORMAL,Spoofing Attack,1,simulator,139
2026-07-07T16:10:56.742620,factory/line1/pressure,fake_pressure_sensor,pressure,101.1,kPa,NORMAL,Spoofing Attack,1,simulator,140
2026-07-07T16:10:56.844020,factory/line1/temperature,fake_temperature_sensor,temperature,29.04,°C,NORMAL,Spoofing Attack,1,simulator,141
2026-07-07T16:10:56.947351,factory/line1/pressure,fake_pressure_sensor,pressure,101.72,kPa,NORMAL,Spoofing Attack,1,simulator,142
2026-07-07T16:10:57.051609,factory/line1/temperature,fake_temperature_sensor,temperature,27.25,°C,NORMAL,Spoofing Attack,1,simulator,143
2026-07-07T16:10:57.153930,factory/line1/temperature,fake_temperature_sensor,temperature,27.43,°C,NORMAL,Spoofing Attack,1,simulator,144
2026-07-07T16:10:57.257673,factory/line1/temperature,fake_temperature_sensor,temperature,29.12,°C,NORMAL,Spoofing Attack,1,simulator,145
2026-07-07T16:10:57.359478,factory/line1/pressure,fake_pressure_sensor,pressure,101.17,kPa,NORMAL,Spoofing Attack,1,simulator,146
2026-07-07T16:10:57.464007,factory/line1/temperature,fake_temperature_sensor,temperature,29.72,°C,NORMAL,Spoofing Attack,1,simulator,147
2026-07-07T16:10:57.569655,factory/line1/temperature,fake_temperature_sensor,temperature,27.61,°C,NORMAL,Spoofing Attack,1,simulator,148
2026-07-07T16:10:57.671561,factory/line1/temperature,fake_temperature_sensor,temperature,28.9,°C,NORMAL,Spoofing Attack,1,simulator,149
2026-07-07T16:10:57.777285,factory/line1/pressure,fake_pressure_sensor,pressure,101.83,kPa,NORMAL,Spoofing Attack,1,simulator,150
2026-07-07T16:10:57.880241,factory/line1/pressure,fake_pressure_sensor,pressure,101.25,kPa,NORMAL,Spoofing Attack,1,simulator,151
2026-07-07T16:10:57.985886,factory/line1/pressure,fake_pressure_sensor,pressure,101.05,kPa,NORMAL,Spoofing Attack,1,simulator,152
2026-07-07T16:10:58.045575,factory/line1/pressure,pressure_sensor_01,pressure,101.5,kPa,NORMAL,Spoofing Attack,1,simulator,153
2026-07-07T16:10:58.052952,factory/line1/temperature,temperature_sensor_01,temperature,27.0,°C,NORMAL,Spoofing Attack,1,simulator,154
2026-07-07T16:10:58.086590,factory/line1/pressure,fake_pressure_sensor,pressure,102.2,kPa,NORMAL,Spoofing Attack,1,simulator,155
2026-07-07T16:10:58.191826,factory/line1/temperature,fake_temperature_sensor,temperature,29.27,°C,NORMAL,Spoofing Attack,1,simulator,156
2026-07-07T16:10:58.297112,factory/line1/temperature,fake_temperature_sensor,temperature,27.42,°C,NORMAL,Spoofing Attack,1,simulator,157
2026-07-07T16:10:58.399004,factory/line1/pressure,fake_pressure_sensor,pressure,102.25,kPa,NORMAL,Spoofing Attack,1,simulator,158
2026-07-07T16:10:58.504793,factory/line1/temperature,fake_temperature_sensor,temperature,27.41,°C,NORMAL,Spoofing Attack,1,simulator,159
2026-07-07T16:10:58.609694,factory/line1/temperature,fake_temperature_sensor,temperature,29.79,°C,NORMAL,Spoofing Attack,1,simulator,160
2026-07-07T16:10:58.711530,factory/line1/pressure,fake_pressure_sensor,pressure,101.64,kPa,NORMAL,Spoofing Attack,1,simulator,161
2026-07-07T16:10:58.817188,factory/line1/pressure,fake_pressure_sensor,pressure,102.45,kPa,NORMAL,Spoofing Attack,1,simulator,162
2026-07-07T16:10:58.918993,factory/line1/pressure,fake_pressure_sensor,pressure,101.63,kPa,NORMAL,Spoofing Attack,1,simulator,163
2026-07-07T16:10:59.023842,factory/line1/temperature,fake_temperature_sensor,temperature,29.22,°C,NORMAL,Spoofing Attack,1,simulator,164
2026-07-07T16:10:59.129530,factory/line1/pressure,fake_pressure_sensor,pressure,102.47,kPa,NORMAL,Spoofing Attack,1,simulator,165
2026-07-07T16:10:59.234638,factory/line1/temperature,fake_temperature_sensor,temperature,28.7,°C,NORMAL,Spoofing Attack,1,simulator,166
2026-07-07T16:10:59.336353,factory/line1/pressure,fake_pressure_sensor,pressure,101.4,kPa,NORMAL,Spoofing Attack,1,simulator,167
2026-07-07T16:10:59.441290,factory/line1/pressure,fake_pressure_sensor,pressure,101.92,kPa,NORMAL,Spoofing Attack,1,simulator,168
2026-07-07T16:10:59.543040,factory/line1/pressure,fake_pressure_sensor,pressure,101.03,kPa,NORMAL,Spoofing Attack,1,simulator,169
2026-07-07T16:10:59.646597,factory/line1/pressure,fake_pressure_sensor,pressure,101.4,kPa,NORMAL,Spoofing Attack,1,simulator,170
2026-07-07T16:10:59.750728,factory/line1/pressure,fake_pressure_sensor,pressure,101.62,kPa,NORMAL,Spoofing Attack,1,simulator,171
2026-07-07T16:10:59.852537,factory/line1/temperature,fake_temperature_sensor,temperature,27.85,°C,NORMAL,Spoofing Attack,1,simulator,172
2026-07-07T16:10:59.953341,factory/line1/temperature,fake_temperature_sensor,temperature,29.31,°C,NORMAL,Spoofing Attack,1,simulator,173
2026-07-07T16:11:00.050863,factory/line1/pressure,pressure_sensor_01,pressure,100.6,kPa,NORMAL,Spoofing Attack,1,simulator,174
2026-07-07T16:11:00.058138,factory/line1/temperature,temperature_sensor_01,temperature,28.1,°C,NORMAL,Spoofing Attack,1,simulator,175
2026-07-07T16:11:00.059042,factory/line1/temperature,fake_temperature_sensor,temperature,27.24,°C,NORMAL,Spoofing Attack,1,simulator,176
2026-07-07T16:11:00.159635,factory/line1/pressure,fake_pressure_sensor,pressure,101.14,kPa,NORMAL,Spoofing Attack,1,simulator,177
2026-07-07T16:11:00.261601,factory/line1/pressure,fake_pressure_sensor,pressure,100.81,kPa,NORMAL,Spoofing Attack,1,simulator,178
2026-07-07T16:11:00.362862,factory/line1/temperature,fake_temperature_sensor,temperature,29.25,°C,NORMAL,Spoofing Attack,1,simulator,179
2026-07-07T16:11:00.467955,factory/line1/pressure,fake_pressure_sensor,pressure,101.01,kPa,NORMAL,Spoofing Attack,1,simulator,180
2026-07-07T16:11:00.573610,factory/line1/pressure,fake_pressure_sensor,pressure,100.91,kPa,NORMAL,Spoofing Attack,1,simulator,181
2026-07-07T16:11:00.676287,factory/line1/temperature,fake_temperature_sensor,temperature,28.58,°C,NORMAL,Spoofing Attack,1,simulator,182
2026-07-07T16:11:00.778090,factory/line1/temperature,fake_temperature_sensor,temperature,27.13,°C,NORMAL,Spoofing Attack,1,simulator,183
2026-07-07T16:11:00.881294,factory/line1/temperature,fake_temperature_sensor,temperature,29.96,°C,NORMAL,Spoofing Attack,1,simulator,184
2026-07-07T16:11:00.983056,factory/line1/pressure,fake_pressure_sensor,pressure,100.81,kPa,NORMAL,Spoofing Attack,1,simulator,185
2026-07-07T16:11:01.087751,factory/line1/pressure,fake_pressure_sensor,pressure,101.16,kPa,NORMAL,Spoofing Attack,1,simulator,186
2026-07-07T16:11:01.193381,factory/line1/pressure,fake_pressure_sensor,pressure,101.64,kPa,NORMAL,Spoofing Attack,1,simulator,187
2026-07-07T16:11:01.297270,factory/line1/pressure,fake_pressure_sensor,pressure,101.71,kPa,NORMAL,Spoofing Attack,1,simulator,188
2026-07-07T16:11:01.402768,factory/line1/pressure,fake_pressure_sensor,pressure,100.51,kPa,NORMAL,Spoofing Attack,1,simulator,189
2026-07-07T16:11:01.507684,factory/line1/pressure,fake_pressure_sensor,pressure,100.79,kPa,NORMAL,Spoofing Attack,1,simulator,190
2026-07-07T16:11:01.609526,factory/line1/pressure,fake_pressure_sensor,pressure,102.34,kPa,NORMAL,Spoofing Attack,1,simulator,191
2026-07-07T16:11:01.712922,factory/line1/temperature,fake_temperature_sensor,temperature,27.19,°C,NORMAL,Spoofing Attack,1,simulator,192
2026-07-07T16:11:01.814823,factory/line1/temperature,fake_temperature_sensor,temperature,28.37,°C,NORMAL,Spoofing Attack,1,simulator,193
2026-07-07T16:11:01.916650,factory/line1/temperature,fake_temperature_sensor,temperature,28.18,°C,NORMAL,Spoofing Attack,1,simulator,194
2026-07-07T16:11:02.021031,factory/line1/pressure,fake_pressure_sensor,pressure,101.98,kPa,NORMAL,Spoofing Attack,1,simulator,195
2026-07-07T16:11:02.056518,factory/line1/pressure,pressure_sensor_01,pressure,101.3,kPa,NORMAL,Spoofing Attack,1,simulator,196
2026-07-07T16:11:02.059618,factory/line1/temperature,temperature_sensor_01,temperature,27.9,°C,NORMAL,Spoofing Attack,1,simulator,197
2026-07-07T16:11:02.126684,factory/line1/temperature,fake_temperature_sensor,temperature,29.31,°C,NORMAL,Spoofing Attack,1,simulator,198
